dependency,head_number,Plausibility,sentence_pair,Sentence,Word,SUBTLWF,LgSUBTLWF,PMI_crit,Cosine_crit,Attention_Strength,Lure_word,Lure_SUBTLWF,Lure_LgSUBTLWF,PMI_lure,Cosine_lure,Lure_attention_strength,baseline_attn,Baseline attn: from the attn directing lure ('girl') to the baseline word 'the',,,,,Head 6-9,Head 3-11,Head 6-10,H 4-6,H8-11,H5-3,H7-3,,H4-5,H7-10,H3-10,H3-9,H5-7,,,Lure 6-9,L3-11,L6-10,L4-6,L8-11,L5-3,L7-3,,L4-5,L7-10,L3-10,L3-9,L5-7
iobj,3_11,Implausible,7,The chef cooked the steak the family.,steak,16.24,2.919,7.136294842,0.6242747,0.2636,family,354.25,4.257,-4.628546834,0.17004853,0.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,8,Her friend told the secret the boss.,secret,109.51,3.747,0.778091669,0.3393089,0.6123,boss,124.29,3.802,-0.942449912,0.3373203,0.0527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,9,The poet sent the book the refugee.,book,176.98,3.955,-0.931953281,0.18891108,0.6101,refugee,1.92,1.996,-0.702451497,0.25804558,0.0453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,10,The clerk refused the pizza the man.,pizza,33.51,3.233,-4.590270996,0.118378244,0.3577,man,1845.75,4.974,-1.945094287,0.20571114,0.1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,11,The teacher assigned the homework the student.,homework,20.14,3.012,-2.382140815,0.19228318,0.299,student,43.04,3.342,-0.925543129,0.2735025,0.0367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,12,The librarian loaned the book the patron.,book,176.98,3.955,-5.125549555,0.09101409,0.3908,patron,3.1,2.201,-8.45026207,0.15842654,0.1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,13,The musician played the song an audience.,song,93.69,3.679,-1.055000097,0.20169123,0.5796,audience,25.37,3.112,-2.987358391,0.20153686,0.2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,14,The lady served the coffee the customer.,coffee,144.53,3.868,-1.219949067,0.21032113,0.368,customer,15.2,2.89,-2.159714103,0.19479218,0.1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,15,The trainer taught the exercise an athlete.,exercise,17.73,2.957,-1.82126683,0.20426789,0.5521,athlete,4.61,2.373,-3.311947465,0.23296404,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,16,The artist drew the sketch a subject.  ,sketch,4.94,2.403,-0.294828817,0.32839507,0.3988,subject,36.96,3.276,-2.51860714,0.268782,0.1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,17,The carpenter built the table a widow.  ,table,105.63,3.731,-4.376855612,0.099275276,0.3627,widow,12.1,2.791,-3.326023102,0.16946682,0.0459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,18,The chef baked the cake a grandmother. ,cake,45.06,3.361,7.437645674,0.7011122,0.2376,grandmother,27.78,3.152,-4.374368548,0.23587516,0.0932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,19,The officer read the report the judge.,report,108,3.741,-2.050227702,0.18855971,0.308,judge,79.67,3.609,-3.939606309,0.2041465,0.2865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,20,The woman left the keys her sister.,keys,51,3.415,-1.497517318,0.17170458,0.5053,sister,180.53,3.964,-2.796482265,0.20095237,0.057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,21,The athlete asked her question a coach.,question,198.35,4.005,1.2194058,0.47761157,0.3317,coach,47.63,3.386,-1.558341712,0.1936804,0.0784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,22,The teacher ordered the textbook a student.,textbook,2.2,2.053,-5.359880447,0.1169191,0.4275,student,43.04,3.342,-5.162651777,0.17130847,0.0935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,23,The artist crafted the necklace a bride.,necklace,9.75,2.697,0.996923953,0.35130832,0.4324,bride,24.22,3.092,-2.529204249,0.24204569,0.1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,24,The tailor shipped the suit a customer.,suit,68.61,3.544,-4.212168574,0.119225495,0.5206,customer,15.2,2.89,0.885582596,0.2897156,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,25,The artist made the sculpture a patron.,sculpture,3.12,2.204,-1.602048993,0.19511887,0.4161,patron,3.1,2.201,-2.711590827,0.13875194,0.2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,26,The kids poured the juice some customers.,juice,26.88,3.137,2.32096076,0.3821618,0.1642,customers,19.06,2.988,-1.447311997,0.21453771,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,27,The nurse administered the vaccine a patient.,vaccine,1.92,1.996,0.695182189,0.25751436,0.1851,patient,63.65,3.511,0.772582557,0.31437263,0.1873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,28,The clerk counted the change the customer.,change,240.35,4.088,-3.41758883,0.28851232,0.4025,customer,15.2,2.89,-2.930192947,0.16867222,0.1334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,29,The teacher distributed the assignments the students.,assignments,3.53,2.258,-3.777927637,0.19718131,0.4305,students,30.67,3.195,-1.531471848,0.16530342,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,30,The host offered the drinks the guest.,drink,247.39,4.101,-2.148403883,0.20823543,0.4335,guest,39.94,3.309,-1.715102464,0.29163226,0.0911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,31,The neighbor lent his vacuum a friend.,vacuum,5.76,2.47,-5.969734192,0.06923539,0.5855,friend,419.29,4.33,-1.761587441,0.22061375,0.0228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,32,The agent sold the estate a couple.,estate,21.1,3.032,2.728018165,0.41377455,0.6097,couple,223.41,4.057,-0.717859462,0.21933693,0.1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,33,The clerk passed the receipt a customer.,receipt,7.43,2.58,-1.92746973,0.2505622,0.4483,customer,15.2,2.89,-3.988669276,0.12240852,0.1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,34,The committee granted the award a student.,award,12.88,2.818,-1.536207378,0.24589711,0.3241,student,43.04,3.342,-3.358715415,0.18143669,0.0651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,35,The parent promised the toy a child. ,toy,16.84,2.934,-3.910541892,0.14450218,0.342,child,157.65,3.905,-1.927890897,0.27533844,0.1755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,36,The salesman guaranteed the discount a customer.,discount,4.76,2.387,0.69620496,0.32644448,0.2743,customer,15.2,2.89,0.192976505,0.3143221,0.1777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,37,The playwright wrote the script a director.,script,19.61,3,2.478390396,0.37793136,0.3288,director,35.96,3.264,-0.423550189,0.2938603,0.1872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,38,The tenant paid the rent the landlord.,rent,34.55,3.246,4.144936442,0.49835482,0.1625,landlord,5.33,2.436,0.153964996,0.27277127,0.1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,39,The company donated the computers the school.,computers,10.8,2.742,-1.643707454,0.17772879,0.3657,school,333.12,4.23,-1.214465842,0.15373154,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,40,The manager denied the request the customer.,request,25.57,3.116,0.098058373,0.39707536,0.5115,customer,15.2,2.89,-4.064875007,0.21958527,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,41,The server handed the coffee the customer. ,coffee,144.53,3.868,-5.221401691,0.09830121,0.5308,customer,15.2,2.89,-2.908742428,0.17306414,0.2711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,42,The doctor suggested the diet a client.,diet,15.37,2.895,-0.992711902,0.20828924,0.3953,client,53.24,3.434,-3.564224362,0.17060752,0.1353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,43,The ranger tossed the snacks a group.,snacks,3.39,2.24,0.365188345,0.32435638,0.3525,group,73.76,3.575,-6.333028078,0.06468861,0.2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,44,The winner delivered the speech the audience.,speech,38.04,3.288,3.538706303,0.4886988,0.1582,audience,25.37,3.112,-0.88917695,0.31153157,0.1459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,45,The bank transferred some money a man.,money,640.76,4.514,-2.710823894,0.23216155,0.504,man,1845.75,4.974,-4.057447076,0.13797435,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,46,The farmer fed the grain some cows.,grain,4.76,2.387,0.554962248,0.28485283,0.4615,cows,9.41,2.682,1.199670509,0.28357756,0.0753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,47,The player threw the ball an audience.,ball,104.96,3.729,5.453100204,0.39869812,0.3793,audience,25.37,3.112,-3.036583781,0.22474296,0.4313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,48,The father won his prize a son.,prize,22.39,3.058,2.944482803,0.3990231,0.1852,son,410.76,4.321,-5.284999847,0.20581862,0.3335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,49,The butcher cut the beef some man.,beef,19.71,3.003,0.656505838,0.3211323,0.1339,man,1845.75,4.974,-2.257849455,0.23100561,0.0557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_11,Implausible,50,The girl owed her dollar a sister.,dollar,27.65,3.15,1.024166375,0.37131444,0.2454,sister,180.53,3.964,-3.044278085,0.21482152,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,1,The teacher gave the girl a toy.,girl,557.12,4.454,-2.52813679,0.176041,0.8724,toy,16.84,2.934,-1.547005326,0.17559512,0.0055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,2,The grandmother gifted the boy a bicycle.,boy,529.82,4.432,-0.492546808,0.23425655,0.535,bicycle,6.61,2.529,-5.556446552,0.09359523,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,3,The guide showed the visitor a sculpture.,visitor,8.75,2.65,-2.722858548,0.13387981,0.8083,sculpture,3.12,2.204,-2.251351595,0.1938589,0.0135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,4,The engineer bought the student a snack.,student,43.04,3.342,-3.7579602,0.16701074,0.4002,snack,9.14,2.669,-1.01200664,0.23029125,0.1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,5,The judge awarded the performer the prize.,performer,2.41,2.093,-1.371788353,0.2560217,0.526,prize,22.39,3.058,5.327178955,0.5854908,0.0157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,6,The doctor prescribed the patient the medicine.,patient,63.65,3.511,2.167250037,0.41152808,0.6256,medicine,34.2,3.242,0.47692804,0.34137273,0.0148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,7,The chef cooked the family the steak.,family,354.25,4.257,-4.628546834,0.17004853,0.6354,steak,16.24,2.919,7.136294842,0.6242747,0.1075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,8,Her friend told the boss the secret.,boss,124.29,3.802,-0.942449912,0.3373203,0.6691,secret,109.51,3.747,0.778091669,0.3393089,0.0404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,9,The poet sent the refugee a book.,refugee,1.92,1.996,-0.702451497,0.25804558,0.4991,book,176.98,3.955,-0.931953281,0.18891108,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,10,The clerk refused the man the pizza.,man,1845.75,4.974,-1.945094287,0.20571114,0.4062,pizza,33.51,3.233,-4.590270996,0.118378244,0.0255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,11,The teacher assigned the student some homework.,student,43.04,3.342,-0.925543129,0.2735025,0.7247,homework,20.14,3.012,-2.382140815,0.19228318,0.0139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,12,The librarian loaned the patron the book.,patron,3.1,2.201,-8.45026207,0.15842654,0.4577,book,176.98,3.955,-5.125549555,0.09101409,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,13,The musician played the audience a song.,audience,25.37,3.112,-2.987358391,0.20153686,0.6816,song,93.69,3.679,-1.055000097,0.20169123,0.0294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,14,The lady served the customer the coffee.,customer,15.2,2.89,-2.159714103,0.19479218,0.6573,coffee,144.53,3.868,-1.219949067,0.21032113,0.1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,15,The trainer taught the athlete an exercise.,athlete,4.61,2.373,-3.311947465,0.23296404,0.6717,exercise,17.73,2.957,-1.82126683,0.20426789,0.0163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,16,The artist drew the subject a sketch.,subject,36.96,3.276,-2.51860714,0.268782,0.7545,sketch,4.94,2.403,-0.294828817,0.32839507,0.0514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,17,The carpenter built the widow a table.,widow,12.1,2.791,-3.326023102,0.16946682,0.3745,table,105.63,3.731,-4.376855612,0.099275276,0.0368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,18,The chef baked the grandmother a cake.,grandmother,27.78,3.152,-4.374368548,0.23587516,0.6714,cake,45.06,3.361,7.437645674,0.7011122,0.0871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,19,The officer read the judge the report.,judge,79.67,3.609,-3.939606309,0.2041465,0.8101,report,108,3.741,-2.050227702,0.18855971,0.0222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,20,The woman left her sister the keys.,sister,180.53,3.964,-2.796482265,0.20095237,0.6602,keys,51,3.415,-1.497517318,0.17170458,0.0219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,21,The athlete asked her coach a question.,coach,47.63,3.386,-1.558341712,0.1936804,0.7547,question,198.35,4.005,1.2194058,0.47761157,0.0085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,22,The teacher ordered the student a textbook.,student,43.04,3.342,-5.162651777,0.17130847,0.6989,textbook,2.2,2.053,-5.359880447,0.1169191,0.0335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,23,The artist crafted the bride a necklace.,bride,24.22,3.092,-2.529204249,0.24204569,0.6053,necklace,9.75,2.697,0.996923953,0.35130832,0.0541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,24,The tailor shipped the customer a suit.,customer,15.2,2.89,0.885582596,0.2897156,0.6165,suit,68.61,3.544,-4.212168574,0.119225495,0.0235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,25,The artist made the patron a sculpture.,patron,3.1,2.201,-2.711590827,0.13875194,0.6023,sculpture,3.12,2.204,-1.602048993,0.19511887,0.1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,26,The kids poured the customers some juice.,customers,19.06,2.988,-1.447311997,0.21453771,0.5089,juice,26.88,3.137,2.32096076,0.3821618,0.1615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,27,The nurse administered the patient a vaccine.,patient,63.65,3.511,0.772582557,0.31437263,0.513,vaccine,1.92,1.996,0.695182189,0.25751436,0.0303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,28,The clerk counted the customer some change.,customer,15.2,2.89,-2.930192947,0.16867222,0.7298,change,240.35,4.088,-3.41758883,0.28851232,0.0253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,29,The teacher distributed the students the assignments.,students,30.67,3.195,-1.531471848,0.16530342,0.477,assignments,3.53,2.258,-3.777927637,0.19718131,0.0323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,30,The host offered the guests a drink.,guest,39.94,3.309,-0.634240538,0.27680382,0.7953,drink,247.39,4.101,-1.863897085,0.18127279,0.0266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,31,The neighbor lent his friend a vacuum.,friend,419.29,4.33,-1.761587441,0.22061375,0.8915,vacuum,5.76,2.47,-5.969734192,0.06923539,0.0035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,32,The agent sold the couple an estate.,couple,223.41,4.057,-0.717859462,0.21933693,0.6779,estate,21.1,3.032,2.728018165,0.41377455,0.0149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,33,The clerk passed the customer a receipt.,customer,15.2,2.89,-3.988669276,0.12240852,0.8737,receipt,7.43,2.58,-1.92746973,0.2505622,0.0203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,34,The committee granted the student an award.,student,43.04,3.342,-3.358715415,0.18143669,0.8101,award,12.88,2.818,-1.536207378,0.24589711,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,35,The parent promised the child a toy.,child,157.65,3.905,-1.927890897,0.27533844,0.6063,toy,16.84,2.934,-3.910541892,0.14450218,0.0233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,36,The salesman guaranteed the customer a discount.,customer,15.2,2.89,0.192976505,0.3143221,0.6472,discount,4.76,2.387,0.69620496,0.32644448,0.0097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,37,The playwright wrote the director a script.,director,35.96,3.264,-0.423550189,0.2938603,0.8676,script,19.61,3,2.478390396,0.37793136,0.0177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,38,The tenant paid the landlord the rent.,landlord,5.33,2.436,0.153964996,0.27277127,0.6766,rent,34.55,3.246,4.144936442,0.49835482,0.0715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,39,The company donated the school the computers.,school,333.12,4.23,-1.214465842,0.15373154,0.1627,computers,10.8,2.742,-1.643707454,0.17772879,0.0326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,40,The manager denied the customer the request.,customer,15.2,2.89,-4.064875007,0.21958527,0.4364,request,25.57,3.116,0.098058373,0.39707536,0.0276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,41,The server handed the customer the coffee.,customer,15.2,2.89,-2.908742428,0.17306414,0.709,coffee,144.53,3.868,-5.221401691,0.09830121,0.0316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,42,The doctor suggested the client a diet.,client,53.24,3.434,-3.564224362,0.17060752,0.4954,diet,15.37,2.895,-0.992711902,0.20828924,0.0304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,43,The ranger tossed the group some snacks.,group,73.76,3.575,-6.333028078,0.06468861,0.4258,snacks,3.39,2.24,0.365188345,0.32435638,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,44,The winner delivered the audience the speech.,audience,25.37,3.112,-0.88917695,0.31153157,0.8334,speech,38.04,3.288,3.538706303,0.4886988,0.0201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,45,The bank transferred the man some money.,man,1845.75,4.974,-4.057447076,0.13797435,0.6617,money,640.76,4.514,-2.710823894,0.23216155,0.0716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,46,The farmer fed the cows some grain.,cows,9.41,2.682,1.199670509,0.28357756,0.5467,grain,4.76,2.387,0.554962248,0.28485283,0.0827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,47,The player threw the audience a ball.,audience,25.37,3.112,-3.036583781,0.22474296,0.5075,ball,104.96,3.729,5.453100204,0.39869812,0.1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,48,The father won his son a prize.,son,410.76,4.321,-5.284999847,0.20581862,0.4991,prize,22.39,3.058,2.944482803,0.3990231,0.0308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,49,The butcher cut the man some beef.,man,1845.75,4.974,-2.257849455,0.23100561,0.5779,beef,19.71,3.003,0.656505838,0.3211323,0.0654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Plausible,50,The girl owed her sister a dollar.,sister,180.53,3.964,-3.044278085,0.21482152,0.6742,dollar,27.65,3.15,1.024166375,0.37131444,0.0057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Implausible,1,The teacher gave the toy a girl.,toy,16.84,2.934,-1.547005326,0.17559512,0.201,girl,557.12,4.454,-2.52813679,0.176041,0.3255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Implausible,2,The grandmother gifted the bicycle a boy.,bicycle,6.61,2.529,-5.556446552,0.09359523,0.3245,boy,529.82,4.432,-0.492546808,0.23425655,0.0384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Implausible,3,The guide showed the sculpture a visitor.,sculpture,3.12,2.204,-2.251351595,0.1938589,0.5934,visitor,8.75,2.65,-2.722858548,0.13387981,0.0441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Implausible,4,The engineer bought the snack a student.,snack,9.14,2.669,-1.01200664,0.23029125,0.5393,student,43.04,3.342,-3.7579602,0.16701074,0.0755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Implausible,5,The judge awarded the prize the performer.,prize,22.39,3.058,5.327178955,0.5854908,0.22,performer,2.41,2.093,-1.371788353,0.2560217,0.1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Implausible,6,The doctor prescribed the medicine the patient.,medicine,34.2,3.242,0.47692804,0.34137273,0.362,patient,63.65,3.511,2.167250037,0.41152808,0.0465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Implausible,7,The chef cooked the steak the family.,steak,16.24,2.919,7.136294842,0.6242747,0.6628,family,354.25,4.257,-4.628546834,0.17004853,0.0698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Implausible,8,Her friend told the secret the boss.,secret,109.51,3.747,0.778091669,0.3393089,0.4748,boss,124.29,3.802,-0.942449912,0.3373203,0.1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Implausible,9,The poet sent the book the refugee.,book,176.98,3.955,-0.931953281,0.18891108,0.395,refugee,1.92,1.996,-0.702451497,0.25804558,0.0492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Implausible,10,The clerk refused the pizza the man.,pizza,33.51,3.233,-4.590270996,0.118378244,0.0956,man,1845.75,4.974,-1.945094287,0.20571114,0.1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Implausible,11,The teacher assigned the homework the student.,homework,20.14,3.012,-2.382140815,0.19228318,0.2272,student,43.04,3.342,-0.925543129,0.2735025,0.1464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Implausible,12,The librarian loaned the book the patron.,book,176.98,3.955,-5.125549555,0.09101409,0.4404,patron,3.1,2.201,-8.45026207,0.15842654,0.0269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Implausible,13,The musician played the song an audience.,song,93.69,3.679,-1.055000097,0.20169123,0.6268,audience,25.37,3.112,-2.987358391,0.20153686,0.0611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Implausible,14,The lady served the coffee the customer.,coffee,144.53,3.868,-1.219949067,0.21032113,0.7565,customer,15.2,2.89,-2.159714103,0.19479218,0.0818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Implausible,15,The trainer taught the exercise an athlete.,exercise,17.73,2.957,-1.82126683,0.20426789,0.3356,athlete,4.61,2.373,-3.311947465,0.23296404,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Implausible,16,The artist drew the sketch a subject.  ,sketch,4.94,2.403,-0.294828817,0.32839507,0.5893,subject,36.96,3.276,-2.51860714,0.268782,0.0667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Implausible,17,The carpenter built the table a widow.  ,table,105.63,3.731,-4.376855612,0.099275276,0.3013,widow,12.1,2.791,-3.326023102,0.16946682,0.0271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Implausible,18,The chef baked the cake a grandmother. ,cake,45.06,3.361,7.437645674,0.7011122,0.8542,grandmother,27.78,3.152,-4.374368548,0.23587516,0.0148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Implausible,19,The officer read the report the judge.,report,108,3.741,-2.050227702,0.18855971,0.3874,judge,79.67,3.609,-3.939606309,0.2041465,0.2123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iobj,3_9,Implausible,20,The woman left the keys her sister.,keys,51,3.415,-1.497517318,0.17170458,0.6043,sister,180.53,3.964,-2.796482265,0.20095237,0.0105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
