dependency,head_number,Plausibility,sentence_pair,Sentence,Critical_Analysis,SUBTLWF,LgSUBTLWF,PMI_crit,Cosine_crit,Attention_Strength,Lure_Analysis,Lure_SUBTLWF,Lure_LgSUBTLWF,PMI_lure,Cosine_lure,Lure_attention_strength,baseline_attn,Baseline attn: From girl to initial 'the'
nsubj,5_18,Plausible,21,The pilot in the hall drove the plane.,pilot,26.67,3.134,-1.472423099,0.23942032,0.2905,hall,51.94,3.423,-2.022950821,0.21068482,0.1369,,
nsubj,5_18,Plausible,22,The professor in the lab grew rare plants.,professor,69.57,3.55,-2.6345222,0.20428386,0.3226,lab,39.61,3.306,-3.640099645,0.18168594,0.1299,,
nsubj,5_18,Plausible,23,The runner on the track set a record.,runner,4.96,2.405,-3.047529757,0.25139943,0.2854,track,55.75,3.454,-1.947190046,0.25681916,0.0722,,
nsubj,5_18,Plausible,24,A student in the lab made a discovery.,student,43.04,3.342,-3.955497503,0.1048407,0.207,lab,39.61,3.306,-3.512166619,0.0799246,0.4613,,
nsubj,5_18,Plausible,25,The teacher by the door planned a course.,teacher,55.73,3.454,-2.94721055,0.20408167,0.2618,door,292.06,4.173,-3.131005645,0.23471756,0.0518,,
nsubj,5_18,Plausible,26,An assistant in the class taught her students.,assistant,32.22,3.216,-0.501729742,0.3650301,0.0425,class,117.35,3.777,-1.498667479,0.18095015,0.607,,
nsubj,5_18,Plausible,27,The captain at the scene stopped the fire.,captain,208.27,4.026,-2.367838502,0.23286012,0.1835,scene,74.65,3.581,-2.458707094,0.28693777,0.0787,,
nsubj,5_18,Plausible,28,A poet in the library wrote a manuscript.,poet,9.22,2.673,1.445998728,0.37515527,0.0832,library,22.94,3.069,-1.787920356,0.25012153,0.0534,,
nsubj,5_18,Plausible,29,The singer in the restaurant played many songs.,singer,15.69,2.904,-0.751084536,0.23621307,0.0843,restaurant,46.53,3.376,-4.357486486,0.15307486,0.1421,,
nsubj,5_18,Plausible,30,The cat in the garden watched a mouse.,cat,66.33,3.529,-3.161473274,0.12585557,0.1636,garden,26.55,3.132,-2.852462173,0.11273921,0.0436,,
nsubj,5_18,Plausible,31,A child at the library read a book.,child,157.65,3.905,-4.213813901,0.28308308,0.2131,library,22.94,3.069,-0.201622188,0.34483728,0.0467,,
nsubj,5_18,Plausible,32,The painter in the studio made a portrait.,painter,6.75,2.538,-5.177557468,0.11310794,0.2999,studio,23.33,3.076,-3.041718364,0.12792785,0.1254,,
nsubj,5_18,Plausible,33,An assistant in the lab conducted an experiment.,assistant,32.22,3.216,-2.317881823,0.26739305,0.1785,lab,39.61,3.306,0.461361736,0.29364747,0.3499,,
nsubj,5_18,Plausible,34,The doctor at the hospital treated a patient.,doctor,263.94,4.129,-0.522545561,0.2693714,0.0706,hospital,124.2,3.802,1.551191807,0.346423,0.06,,
nsubj,5_18,Plausible,35,The boy in the park found yellow flowers.,boy,529.82,4.432,-2.190500557,0.19501999,0.2523,park,72.12,3.566,-2.147078037,0.14561833,0.1404,,
nsubj,5_18,Plausible,36,The professor in the class explained a concept.,professor,69.57,3.55,-2.870780051,0.24874572,0.1124,class,117.35,3.777,-5.169320822,0.056569472,0.195,,
nsubj,5_18,Plausible,37,The man with the camera observed distant mountains.,man,"1,845.75",4.974,-2.425678015,0.18125452,0.0569,camera,57,3.464,-1.784031868,0.25323352,0.0676,,
nsubj,5_18,Plausible,38,The worker in the shop fixed an engine.,worker,10.94,2.747,-3.442040682,0.1409167,0.1225,shop,53.55,3.437,-4.623496175,0.13488434,0.0986,,
nsubj,5_18,Plausible,39,The artist at the museum presented some pictures.,artist,28.63,3.165,-2.141842872,0.22896878,0.1223,museum,18.47,2.974,-0.539220273,0.29290077,0.0319,,
nsubj,5_18,Plausible,40,An officer at the scene asked various questions.,officer,103.24,3.721,-1.559981734,0.23339066,0.0536,scene,74.65,3.581,-2.610715866,0.30284804,0.0605,,
nsubj,5_18,Plausible,41,The men in the field picked fresh fruit.,men,372.76,4.279,-2.093542576,0.16153318,0.0976,field,70.2,3.554,-2.629014254,0.19501519,0.1379,,
nsubj,5_18,Plausible,42,An actor on the stage delivered a speech.,actor,26.33,3.128,-5.756025314,0.13856907,0.1573,stage,45.57,3.366,-2.086310267,0.21724778,0.1083,,
nsubj,5_18,Plausible,43,A journalist at the conference asked many questions.,journalist,6.1,2.494,-2.529010534,0.27293125,0.0605,conference,25.41,3.113,-1.939668715,0.24276125,0.0977,,
nsubj,5_18,Plausible,44,The woman in the shop made fresh coffee.,woman,434.63,4.346,-1.994794071,0.16894011,0.3827,shop,53.55,3.437,-3.642700195,0.14455405,0.2248,,
nsubj,5_18,Plausible,45,The bear in the river caught a bass.,bear,57.41,3.467,-2.971310258,0.13667674,0.3136,river,55.47,3.452,-2.275107741,0.15176742,0.0492,,
nsubj,5_18,Plausible,46,The group on the trail discovered a cave.,group,73.76,3.575,-2.541955471,0.16544706,0.2064,trail,19.2,2.991,-2.816765428,0.14381689,0.1242,,
nsubj,5_18,Plausible,47,The coach on the field trained a runner.,coach,47.63,3.386,-2.245041162,0.24136515,0.2373,field,70.2,3.554,-0.758929282,0.25454623,0.0382,,
nsubj,5_18,Plausible,48,The artist from the city attended the ceremony.,artist,28.63,3.165,-3.592395902,0.16615015,0.1258,city,169.1,3.936,-1.383771241,0.21387339,0.0444,,
nsubj,5_18,Plausible,49,A doctor at the hospital saved a patient.,doctor,263.94,4.129,-0.400286376,0.27477685,0.0306,hospital,124.2,3.802,-1.851441562,0.1775988,0.0361,,
nsubj,5_18,Plausible,50,The secretary in the office helped a girl.,secretary,33.22,3.229,-2.137680471,0.2096878,0.1478,office,203.9,4.017,-3.416807771,0.17466877,0.0871,,
nsubj,5_18,Implausible,1,A roof on the dog watched the birds.,roof,35.65,3.26,-4.402111173,0.16793664,0.1225,dog,192.84,3.993,-1.740057349,0.21021326,0.3355,,
nsubj,5_18,Implausible,2,The kitchen in the cook made a soup.,kitchen,58.31,3.474,-2.314989895,0.12797268,0.0008,cook,45.57,3.366,-2.364489079,0.21552235,0.9918,,
nsubj,5_18,Implausible,3,The window by the artist painted a landscape.,window,86,3.642,1.651214033,0.36638346,0.3114,artist,28.63,3.165,0.871151816,0.36655188,0.0535,,
nsubj,5_18,Implausible,4,The lab in the professor developed a treatment.,lab,39.61,3.306,-0.385760859,0.28945196,0.0926,professor,69.57,3.55,-2.425244153,0.2534432,0.7606,,
nsubj,5_18,Implausible,5,A library at the student studied her notes.,library,22.94,3.069,-2.26783064,0.22321555,0.0648,student,43.04,3.342,-0.447798923,0.32931334,0.5892,,
nsubj,5_18,Implausible,6,The house by the boy enjoyed the flowers.,house,514,4.418,-2.137680352,0.22606185,0.2651,boy,529.82,4.432,-2.269780636,0.26592067,0.0619,,
nsubj,5_18,Implausible,7,The track on the runner won the championship.,track,55.75,3.454,-0.957339138,0.2912201,0.1301,runner,4.96,2.405,1.166600138,0.4459929,0.5518,,
nsubj,5_18,Implausible,8,The room in the officer solved the mystery.,room,439.51,4.351,-2.591545343,0.26550564,0.0526,officer,103.24,3.721,-5.855637074,0.13018546,0.598,,
nsubj,5_18,Implausible,9,A restaurant in the cook prepared bread daily.,restaurant,46.53,3.376,-1.649239063,0.22187856,0.0163,cook,45.57,3.366,-0.87953864,0.30095863,0.8326,,
nsubj,5_18,Implausible,10,The class in the teacher inspired young minds.,class,117.35,3.777,-4.352151752,0.108581044,0.0684,teacher,55.73,3.454,-2.195475161,0.2817871,0.4132,,
nsubj,5_18,Implausible,11,The station at the officer prepared for work.,station,79.08,3.606,-4.442919731,0.15992594,0.0418,officer,103.24,3.721,-4.104025006,0.15947354,0.5914,,
nsubj,5_18,Implausible,12,The study in the author wrote a novel.,study,49.04,3.398,-1.520377934,0.29398242,0.2903,author,7.94,2.608,2.251944602,0.44108704,0.1133,,
nsubj,5_18,Implausible,13,The stage on the singer performed a concert.,stage,45.57,3.366,0.955996692,0.39203733,0.3671,singer,15.69,2.904,1.903140008,0.408068,0.0333,,
nsubj,5_18,Implausible,14,A hospital in the doctor saved a life.,hospital,124.2,3.802,-1.851441562,0.1775988,0.0474,doctor,263.94,4.129,-0.400286376,0.27477685,0.6918,,
nsubj,5_18,Implausible,15,The factory in the engineer designed powerful engines.,factory,16.8,2.933,1.207858741,0.3399169,0.0402,engineer,11.69,2.776,0.939341336,0.3254931,0.4926,,
nsubj,5_18,Implausible,16,A beach at the runner helped the child.,beach,56.63,3.461,-4.138481379,0.16910115,0.1603,runner,4.96,2.405,-3.910841584,0.18680738,0.3842,,
nsubj,5_18,Implausible,17,The shop in the worker fixed a car.,shop,53.55,3.437,-4.623496175,0.13488434,0.0445,worker,10.94,2.747,-3.442040682,0.1409167,0.5657,,
nsubj,5_18,Implausible,18,A desert in the professor found an artifact.,desert,27.98,3.155,-0.750169814,0.19681285,0.0462,professor,69.57,3.55,-3.056845069,0.1771771,0.4558,,
nsubj,5_18,Implausible,19,The restaurant in the chef prepared wonderful food.,restaurant,46.53,3.376,-1.649239063,0.22187856,0.0908,chef,11.88,2.783,-1.2058025,0.21509095,0.2317,,
nsubj,5_18,Implausible,20,A garden by the man collected some flowers.,garden,26.55,3.132,-1.585460305,0.2399508,0.1407,man,"1,845.75",4.974,-3.092906952,0.11589633,0.34,,
nsubj,5_18,Implausible,21,The hall in the pilot drove the plane.,hall,51.94,3.423,-2.022950821,0.21068482,0.0835,pilot,26.67,3.134,-1.472423099,0.23942032,0.8303,,
nsubj,5_18,Implausible,22,The lab in the professor grew rare plants.,lab,39.61,3.306,-3.640099645,0.18168594,0.081,professor,69.57,3.55,-2.6345222,0.20428386,0.7976,,
nsubj,5_18,Implausible,23,The track on the runner set a record.,track,55.75,3.454,-1.947190046,0.25681916,0.0457,runner,4.96,2.405,-3.047529757,0.25139943,0.3193,,
nsubj,5_18,Implausible,24,A lab in the student made a discovery.,lab,39.61,3.306,-3.512166619,0.0799246,0.0863,student,43.04,3.342,-3.955497503,0.1048407,0.5132,,
nsubj,5_18,Implausible,25,The door by the teacher planned a course.,door,292.06,4.173,-3.131005645,0.23471756,0.3403,teacher,55.73,3.454,-2.94721055,0.20408167,0.0224,,
nsubj,5_18,Implausible,26,An class in the assistant taught her students.,class,117.35,3.777,-1.498667479,0.18095015,0.0188,assistant,32.22,3.216,-0.501729742,0.3650301,0.768,,
nsubj,5_18,Implausible,27,The scene at the captain stopped the fire.,scene,74.65,3.581,-2.458707094,0.28693777,0.0777,captain,208.27,4.026,-2.367838502,0.23286012,0.7661,,
nsubj,5_18,Implausible,28,A library in the poet wrote a manuscript.,library,22.94,3.069,-1.787920356,0.25012153,0.1601,poet,9.22,2.673,1.445998728,0.37515527,0.4863,,
nsubj,5_18,Implausible,29,The restaurant in the singer played many songs.,restaurant,46.53,3.376,-4.357486486,0.15307486,0.2132,singer,15.69,2.904,-0.751084536,0.23621307,0.3239,,
nsubj,5_18,Implausible,30,The garden in the cat watched a mouse.,garden,26.55,3.132,-2.852462173,0.11273921,0.1151,cat,66.33,3.529,-3.161473274,0.12585557,0.5081,,
nsubj,5_18,Implausible,31,A library at the child read a book.,library,22.94,3.069,-0.201622188,0.34483728,0.037,child,157.65,3.905,-4.213813901,0.28308308,0.1608,,
nsubj,5_18,Implausible,32,The studio in the painter made a portrait.,studio,23.33,3.076,-3.041718364,0.12792785,0.0123,painter,6.75,2.538,-5.177557468,0.11310794,0.9068,,
nsubj,5_18,Implausible,33,An lab in the assistant conducted an experiment.,lab,39.61,3.306,0.461361736,0.29364747,0.0832,assistant,32.22,3.216,-2.317881823,0.26739305,0.8105,,
nsubj,5_18,Implausible,34,The hospital at the doctor treated a patient.,hospital,124.2,3.802,1.551191807,0.346423,0.1073,doctor,263.94,4.129,-0.522545561,0.2693714,0.3812,,
nsubj,5_18,Implausible,35,The park in the boy found yellow flowers.,park,72.12,3.566,-2.147078037,0.14561833,0.0403,boy,529.82,4.432,-2.190500557,0.19501999,0.3679,,
nsubj,5_18,Implausible,36,The class in the professor explained a concept.,class,117.35,3.777,-5.169320822,0.056569472,0.2138,professor,69.57,3.55,-2.870780051,0.24874572,0.5207,,
nsubj,5_18,Implausible,37,The camera with the man observed distant mountains.,camera,57,3.464,-1.784031868,0.25323352,0.0424,man,"1,845.75",4.974,-2.425678015,0.18125452,0.1388,,
nsubj,5_18,Implausible,38,The shop in the worker fixed an engine.,shop,53.55,3.437,-4.623496175,0.13488434,0.0445,worker,10.94,2.747,-3.442040682,0.1409167,0.5657,,
nsubj,5_18,Implausible,39,The museum at the artist presented some pictures.,museum,18.47,2.974,-0.539220273,0.29290077,0.1474,artist,28.63,3.165,-2.141842872,0.22896878,0.3217,,
nsubj,5_18,Implausible,40,An scene at the officer asked various questions.,scene,74.65,3.581,-2.610715866,0.30284804,0.1342,officer,103.24,3.721,-1.559981734,0.23339066,0.3652,,
nsubj,5_18,Implausible,41,The field in the men picked fresh fruit.,field,70.2,3.554,-2.629014254,0.19501519,0.0282,men,372.76,4.279,-2.093542576,0.16153318,0.827,,
nsubj,5_18,Implausible,42,An stage on the actor delivered a speech.,stage,45.57,3.366,-2.086310267,0.21724778,0.1818,actor,26.33,3.128,-5.756025314,0.13856907,0.1668,,
nsubj,5_18,Implausible,43,A conference at the journalist asked many questions.,conference,25.41,3.113,-1.939668715,0.24276125,0.0806,journalist,6.1,2.494,-2.529010534,0.27293125,0.5524,,
nsubj,5_18,Implausible,44,The shop in the woman made fresh coffee.,shop,53.55,3.437,-3.642700195,0.14455405,0.0824,woman,434.63,4.346,-1.994794071,0.16894011,0.336,,
nsubj,5_18,Implausible,45,The river in the bear caught a bass.,river,55.47,3.452,-2.275107741,0.15176742,0.0266,bear,57.41,3.467,-2.971310258,0.13667674,0.7891,,
nsubj,5_18,Implausible,46,The trail on the group discovered a cave.,trail,19.2,2.991,-2.816765428,0.14381689,0.2378,group,73.76,3.575,-2.541955471,0.16544706,0.2161,,
nsubj,5_18,Implausible,47,The field on the coach trained a runner.,field,70.2,3.554,-0.758929282,0.25454623,0.1951,coach,47.63,3.386,-2.245041162,0.24136515,0.2166,,
nsubj,5_18,Implausible,48,The city from the artist attended the ceremony.,city,169.1,3.936,-1.383771241,0.21387339,0.2444,artist,28.63,3.165,-3.592395902,0.16615015,0.0783,,
nsubj,5_18,Implausible,49,A hospital at the doctor saved a patient.,hospital,124.2,3.802,-1.851441562,0.1775988,0.0963,doctor,263.94,4.129,-0.400286376,0.27477685,0.265,,
nsubj,5_18,Implausible,50,The office in the secretary helped a girl.,office,203.9,4.017,-3.416807771,0.17466877,0.1616,secretary,33.22,3.229,-2.137680471,0.2096878,0.4187,,
pobj,10_17,Plausible,1,The waves crash against the coast's strongly built dock.,dock,9.75,2.697,-4.6071486,0.12880738,0.3792,,,,,,,,
pobj,10_17,Plausible,2,The plane arrived in the country's newly established capital.,capital,12.71,2.812,-1.2396049,0.3433008,0.339,,,,,,,,
pobj,10_17,Plausible,3,The dog ran towards the park's very large monument.,monument,2.29,2.072,-3.314533,0.24601834,0.385,,,,,,,,
pobj,10_17,Plausible,4,The child walked across the city's recently made streets.,streets,31.59,3.207,1.3371267,0.35527343,0.394,,,,,,,,
pobj,10_17,Plausible,5,The cat went up the tree's slowly moving branches.,branches,3.33,2.233,-1.2585323,0.27059528,0.0178,,,,,,,,
pobj,10_17,Plausible,6,The birds fly over the mountain's rapidly moving stream.,stream,8.04,2.614,-1.6200492,0.24656807,0.1871,,,,,,,,
pobj,10_17,Plausible,7,The boat went around the island's very dangerous coast.,coast,26.69,3.134,1.36697146,0.26751474,0.0974,,,,,,,,
pobj,10_17,Plausible,8,The runner went down the mountain's newly made path.,path,24.55,3.098,1.55313367,0.35745105,0.0844,,,,,,,,
pobj,10_17,Plausible,9,The group rode along the city's greatly improved road.,road,111.94,3.757,1.74402314,0.30767176,0.2467,,,,,,,,
pobj,10_17,Plausible,10,The man rode through the valley's very beautiful field.,field,70.2,3.554,-1.1608813,0.19124308,0.1633,,,,,,,,
pobj,10_17,Plausible,11,The car drove past the store's very large windows.,windows,23.33,3.076,-3.1618916,0.15058991,0.5593,,,,,,,,
pobj,10_17,Plausible,12,The bell rang at the school's very busy entrance.,entrance,15.69,2.904,0.17625403,0.2852456,0.3797,,,,,,,,
pobj,10_17,Plausible,13,The woman trained amid the crowd's very loud noise.,noise,34.88,3.25,-1.1349049,0.25735778,0.1284,,,,,,,,
pobj,10_17,Plausible,14,The actor walked on the home's very dark path.,path,24.55,3.098,-1.9311646,0.22938219,0.2167,,,,,,,,
pobj,10_17,Plausible,15,The money was beneath the house's quickly made floor.,floor,100.63,3.71,4.37030506,0.44336063,0.2064,,,,,,,,
pobj,10_17,Plausible,16,He made dinner with the family's very good bread.,bread,28.33,3.16,-1.3766897,0.13446902,0.5145,,,,,,,,
pobj,10_17,Plausible,17,The singer stood preceding the concert's extremely slow introduction.,introduction,4.27,2.34,-0.7197513,0.2833326,0.2457,,,,,,,,
pobj,10_17,Plausible,18,The baby cried during the flight's very gentle landing.,landing,16.04,2.913,0.8670094,0.24910066,0.2057,,,,,,,,
pobj,10_17,Plausible,19,The man wrote near the hotel's very loud restaurant.,restaurant,46.53,3.376,-1.5303665,0.24138832,0.5908,,,,,,,,
pobj,10_17,Plausible,20,The car stopped pending the storm's rapidly approaching start.,start,340.1,4.239,-4.0400208,0.18486008,0.0558,,,,,,,,
pobj,10_17,Plausible,21,The man stood on a stream's very smooth rock.,rock,86.16,3.643,-2.5635979,0.1654005,0.3434,,,,,,,,
pobj,10_17,Plausible,22,The woman rode alongside the park's gradually turning path.,path,24.55,3.098,-3.3377776,0.23797213,0.5655,,,,,,,,
pobj,10_17,Plausible,23,The cat lies beside the woman's newly bought table.,table,105.63,3.731,-0.1203202,0.26493266,0.4467,,,,,,,,
pobj,10_17,Plausible,24,The fish were under the ocean's slowly moving waves.,waves,13.22,2.829,-2.4409348,0.19288367,0.2046,,,,,,,,
pobj,10_17,Plausible,25,The students played before the festival's very last concert.,concert,17.55,2.952,-1.2143384,0.21778747,0.6131,,,,,,,,
pobj,10_17,Plausible,26,The sun set beyond the farm's very green hills.,hills,20.14,3.012,0.53756676,0.30125782,0.4684,,,,,,,,
pobj,10_17,Plausible,27,The girl went onto the stage's very tall platform.,platform,6.14,2.497,-0.2264284,0.3045469,0.0718,,,,,,,,
pobj,10_17,Plausible,28,The family went to the city's newly designed museum.,museum,18.47,2.974,-3.0735252,0.243232,0.1886,,,,,,,,
pobj,10_17,Plausible,29,The lady fell by the market's very busy stands.,stands,21.43,3.039,-2.7189925,0.18595016,0.445,,,,,,,,
pobj,10_17,Plausible,30,The lights reflect upon the pool's very still surface.,surface,18.24,2.969,0.20822661,0.25110978,0.2866,,,,,,,,
pobj,10_17,Plausible,31,The store is within the city's very expensive locale.,locale,0.31,1.23,-0.3800494,0.28244054,0.393,,,,,,,,
pobj,10_17,Plausible,32,The ant went under the bush's very tiny leaf.,leaf,5.2,2.425,-1.3197667,0.13154873,0.1254,,,,,,,,
pobj,10_17,Plausible,33,The king spoke regarding the year's very long war.,war,174.75,3.95,-1.9983502,0.22443105,0.0784,,,,,,,,
pobj,10_17,Plausible,34,The children played outside the school's very small hall.,hall,51.94,3.423,0.53058288,0.30827922,0.4282,,,,,,,,
pobj,10_17,Plausible,35,The book was inside the bag's badly torn pocket.,pocket,35.71,3.26,0.09948258,0.32530954,0.3907,,,,,,,,
pobj,10_17,Plausible,36,The man sat opposite the building's very bright entrance.,entrance,15.69,2.904,1.14161295,0.31529438,0.3518,,,,,,,,
pobj,10_17,Plausible,37,The lady went to the park's most dangerous area.,area,74.92,3.582,-3.194746,0.21996304,0.2036,,,,,,,,
pobj,10_17,Plausible,38,The cat fell off the kitchen's very high table.,table,105.63,3.731,0.19123363,0.25265077,0.4298,,,,,,,,
pobj,10_17,Plausible,39,The coach smiled following the girl's perfectly executed trick.,trick,47.27,3.382,-3.4121279,0.13857232,0.0225,,,,,,,,
pobj,10_17,Plausible,40,The shop is near the city's very tall monument.,monument,2.29,2.072,1.09920213,0.4042991,0.1919,,,,,,,,
pobj,10_17,Plausible,41,The guard worked despite the event's last minute delay.,delay,11.02,2.751,-0.463807,0.32122496,0.201,,,,,,,,
pobj,10_17,Plausible,42,The store closed amid the war's highly fatal peak.,peak,5.94,2.483,-1.5804772,0.23029228,0.2425,,,,,,,,
pobj,10_17,Plausible,43,The passengers sat in the plane's newly designed cabin.,cabin,19.65,3.001,-2.7025731,0.13158558,0.5469,,,,,,,,
pobj,10_17,Plausible,44,The band played after the student's well delivered speech.,speech,38.04,3.288,-0.7236453,0.27491882,0.1947,,,,,,,,
pobj,10_17,Plausible,45,The men travel via the mountain's very dangerous path.,path,24.55,3.098,-0.2223682,0.346075,0.2077,,,,,,,,
pobj,10_17,Plausible,46,The man left after the week's most difficult interview.,interview,29.51,3.178,-2.3393414,0.2101283,0.345,,,,,,,,
pobj,10_17,Plausible,47,The show played until the season's very unexpected ending.,ending,15.92,2.91,-0.4511157,0.305529,0.4154,,,,,,,,
pobj,10_17,Plausible,48,The lady walked with her daughter's very small dog.,dog,192.84,3.993,-0.5532881,0.23347004,0.5013,,,,,,,,
pobj,10_17,Plausible,49,The girl laughed unlike the class's very strict teacher.,teacher,55.73,3.454,-3.4479398,0.1625722,0.7916,,,,,,,,
pobj,10_17,Plausible,50,The boy played against the field's well known rival.,rival,3.78,2.288,2.83758223,0.42782855,0.5163,,,,,,,,
pobj,10_17,Implausible,1,The waves crash against the coast's strongly built beginning.,beginning,63.12,3.508,-1.7381533,0.22254178,0.0978,,,,,,,,
pobj,10_17,Implausible,2,The plane arrived in the country's newly established intelligence.,intelligence,19.27,2.993,-2.4726825,0.16259116,0.3901,,,,,,,,
pobj,10_17,Implausible,3,The dog ran towards the park's very large grammar.,grammar,2.39,2.09,-5.6065788,0.14582664,0.0723,,,,,,,,
pobj,10_17,Implausible,4,The child walked across the city's recently made absence.,absence,6.31,2.509,-4.1300069,0.2489564,0.4623,,,,,,,,
pobj,10_17,Implausible,5,The cat went up the tree's slowly moving simplicity.,simplicity,1.35,1.845,-4.4676514,0.15859778,0.025,,,,,,,,
pobj,10_17,Implausible,6,The birds fly over the mountain's rapidly moving gravity.,gravity,6.88,2.546,-3.2068124,0.194038,0.0773,,,,,,,,
pobj,10_17,Implausible,7,The boat went around the island's very dangerous ray.,ray,97.37,3.696,-3.6334369,0.1031473,0.117,,,,,,,,
pobj,10_17,Implausible,8,The runner went down the mountain's newly made laugh.,laugh,62.86,3.506,-0.5802695,0.20890816,0.0326,,,,,,,,
pobj,10_17,Implausible,9,The group rode along the city's greatly improved fact.,fact,172.57,3.945,-3.5885912,0.2547771,0.0646,,,,,,,,
pobj,10_17,Implausible,10,The man rode through the valley's very beautiful priority.,priority,10.18,2.716,-1.5974314,0.25007632,0.0753,,,,,,,,
pobj,10_17,Implausible,11,The car drove past the store's very large silence.,silence,25.37,3.112,-0.7817606,0.33832252,0.5135,,,,,,,,
pobj,10_17,Implausible,12,The bell rang at the school's very busy darkness.,darkness,17.49,2.951,-2.6025812,0.23850596,0.4348,,,,,,,,
pobj,10_17,Implausible,13,The woman trained amid the crowd's very loud gap.,gap,4.27,2.34,-1.7560688,0.24246381,0.2244,,,,,,,,
pobj,10_17,Implausible,14,The actor walked on the home's very dark width.,width,0.69,1.556,-5.9327016,0.18299809,0.1811,,,,,,,,
pobj,10_17,Implausible,15,The money was beneath the house's quickly made verb.,verb,1.06,1.74,-3.3023169,0.19044232,0.0909,,,,,,,,
pobj,10_17,Implausible,16,He made dinner with the family's very good scope.,scope,5.61,2.458,-1.4666918,0.23314412,0.2164,,,,,,,,
pobj,10_17,Implausible,17,The singer stood preceding the concert's extremely slow color.,color,39.43,3.304,-3.3223729,0.15847005,0.1482,,,,,,,,
pobj,10_17,Implausible,18,The baby cried during the flight's very gentle field.,field,70.2,3.554,-1.6363662,0.18287465,0.1083,,,,,,,,
pobj,10_17,Implausible,19,The man wrote near the hotel's very loud conscience.,conscience,13.9,2.851,-6.6714363,0.08046177,0.6374,,,,,,,,
pobj,10_17,Implausible,20,The car stopped pending the storm's rapidly approaching mountains.,mountains,18.65,2.979,-7.7846901,0.108328745,0.0431,,,,,,,,
pobj,10_17,Implausible,21,The man stood on a stream's very smooth relation.,relation,4.12,2.324,-1.913294,0.33986095,0.4396,,,,,,,,
pobj,10_17,Implausible,22,The woman rode alongside the park's gradually turning music.,music,151.65,3.889,-2.3423993,0.19805172,0.4149,,,,,,,,
pobj,10_17,Implausible,23,The cat lies beside the woman's newly bought absence.,absence,6.31,2.509,-4.8797874,0.23868881,0.3459,,,,,,,,
pobj,10_17,Implausible,24,The fish were under the ocean's slowly moving curiosity.,curiosity,8.53,2.639,-4.721339,0.1141459,0.2465,,,,,,,,
pobj,10_17,Implausible,25,The students played before the festival's very last pattern.,pattern,14.47,2.869,-3.557616,0.16993761,0.5049,,,,,,,,
pobj,10_17,Implausible,26,The sun set beyond the farm's very green wonder.,wonder,116.98,3.776,-0.8592042,0.36032757,0.2872,,,,,,,,
pobj,10_17,Implausible,27,The girl went onto the stage's very tall thoughts.,thoughts,33.39,3.232,-3.4520842,0.16274175,0.1433,,,,,,,,
pobj,10_17,Implausible,28,The family went to the city's newly designed joy.,joy,28.55,3.163,-3.0911529,0.13142347,0.206,,,,,,,,
pobj,10_17,Implausible,29,The lady fell by the market's very busy pain.,pain,97.94,3.699,-1.6861403,0.17264618,0.3126,,,,,,,,
pobj,10_17,Implausible,30,The lights reflect upon the pool's very still size.,size,46.14,3.372,-3.0321105,0.23189378,0.2653,,,,,,,,
pobj,10_17,Implausible,31,The store is within the city's very expensive breath.,breath,44.92,3.36,-1.9130226,0.16366486,0.2576,,,,,,,,
pobj,10_17,Implausible,32,The ant went under the bush's very tiny sound.,sound,143.39,3.864,-4.4024371,0.13476194,0.1828,,,,,,,,
pobj,10_17,Implausible,33,The king spoke regarding the year's very long liquid.,liquid,7.75,2.598,-4.0546918,0.16305679,0.02,,,,,,,,
pobj,10_17,Implausible,34,The children played outside the school's very small relation.,relation,4.12,2.324,-1.1855252,0.31851804,0.1633,,,,,,,,
pobj,10_17,Implausible,35,The book was inside the bag's badly torn stretch.,stretch,14.67,2.874,-1.5921569,0.30391568,0.1371,,,,,,,,
pobj,10_17,Implausible,36,The man sat opposite the building's very bright presence.,presence,20.86,3.027,-2.294006,0.2622278,0.5893,,,,,,,,
pobj,10_17,Implausible,37,The lady went to the park's most dangerous glory.,glory,21.49,3.04,-1.6163326,0.23564784,0.2385,,,,,,,,
pobj,10_17,Implausible,38,The cat fell off the kitchen's very high size.,size,46.14,3.372,-3.5122849,0.15810254,0.1884,,,,,,,,
pobj,10_17,Implausible,39,The coach smiled following the girl's perfectly executed rock.,rock,86.16,3.643,-3.4430033,0.1810789,0.0165,,,,,,,,
pobj,10_17,Implausible,40,The shop is near the city's very tall death.,death,216.69,4.043,-0.2578321,0.28928915,0.0834,,,,,,,,
pobj,10_17,Implausible,41,The guard worked despite the event's last minute entity.,entity,1.69,1.94,-2.4224966,0.18376671,0.084,,,,,,,,
pobj,10_17,Implausible,42,The store closed amid the war's highly fatal voice.,voice,86.16,3.643,-1.879945,0.24129689,0.1636,,,,,,,,
pobj,10_17,Implausible,43,The passengers settled in the plane's newly constructed precision.,precision,2.94,2.179,-3.7120949,0.18405887,0.1578,,,,,,,,
pobj,10_17,Implausible,44,The band played after the student's well delivered bread.,bread,28.33,3.16,-2.0323866,0.19989714,0.0649,,,,,,,,
pobj,10_17,Implausible,45,The men travel via the mountain's very dangerous ending.,ending,15.92,2.91,-1.9581705,0.2331734,0.4695,,,,,,,,
pobj,10_17,Implausible,46,The man left after the week's most difficult foot.,foot,64.92,3.52,-1.6197376,0.2893034,0.2668,,,,,,,,
